label,text
文化,བསྟན་པ་ ཕྱི་དར་ སྐབས་ ཀྱི་ ཟངས་སྐུ་ བཞེངས་ཚུལ་ ལ་ རིགས་ གཉིས་ ཏེ། དང་པོ་ ནི་ སྟོད་ཕྱོགས་ ནས་ དར་ བ་ སྟེ་ ཇོ་བོ་ ཨ་ཏི་ཤ་ བོད་ དུ་ སླེབས་ རྗེས་ རྒྱ་གར་ དང་ ཁེ་ཧྲི་ སྨིས་ ལྷ་སྐུ་ བཞེངས་ཚུལ་ གྱི་ ཤུགས་རྐྱེན་ ཆེ་བ་ བཀའ་གདམས་ལི་མའོ།།།། །། དེ་ ནི་ རང་བྱུང་ གི་ ཟངས་ དང་ གཟེར་དངུལ་ འདྲེས་མ ར་ བླུགས་ པ འི་ ལི་མ་ སྟེ་ བཟོ་རྩལ་ ཤིན་ཏུ་ ལེགས།བཀའ་ གདམས་ པ འི་ མ་དགོན་ རྭ་སྒྲེང་དགོན་ དུ་ དེ་ ལྟ་བུ འི་ ལི་མ་ ཤིན་ཏུ་ མང་། ཚང་མ ས་ དེ་ ལ་ བཀའ་གདམས་ལི་མ་ ཞེས་ འབོད། གཉིས་པ་ ནི་ སྨད་ཕྱོགས་ ནས་ དར་ བ་ སྟེ།སྨད་ ཕྱོགས་ ནས་ དར་ས འི་ འབྱུང་ཁུངས་ ནི་ མཚོ་སྔོན་ ཙོང་ཁ་ ས་ཁུལ་ གྱི་ དཔོན་ཇོ་ སྲས་ ཀྱིས་ མདོ་སྨད་ དུ་ བོད་ ཀྱི་ འཚོ་ཁག་ བཙུགས་ ཏེ། ད་ལྟ འི་ ཟི་ལིང་ ས་ཁུལ་ དུ་ དགོན་སྡེ་ ཆེན་པོ་ སྔ་དྲུག་ ཞིག་ བཏབ་ སྟེ་ ནང་བསྟན་ སྤེལ། དེ ར་ ལྷ་སྐུ་ ཆེན་པོ་ ལྔ་དྲུག་ ཞིག་ བཞེངས་ ཏེ་ སྐུ་ ལ་ གསེར་ཚོ ས་ བྱུག་ཡོད། ད་དུང་ མཐོ་ཚད་ཁང་ ཐོག་བརྩེགས་ བཅུ་གསུམ་ཅན་ གྱི་ སངས་རྒྱས་ ཀྱི་ སྐུ་བརྙན་ ཆེན་མོ་ ཞིག་ ཀྱང་ བཞེངས།
文化,དེ་ སྔ་མི་ཉག་ རྒྱལ་རབས་ དང་ བོད་ གཉིས་ ནི་ ཤ་ཉེ་ ལྟ་བུ འི་ འབྲེལ་བ་ ཟབ་མོ་ ཞིག་ ཡོད་ པས། མི་ཉག་ རྒྱལ་རབས་ ཀྱི་ ནང་བསྟན་ ལ་ བོད་བརྒྱུད་ནང་བསྟན་ གྱི་ ཤུགས་རྐྱེན་ ཤིན་ཏུ་ ཟབ།བཀའ་ བརྒྱུད་ དང་ ས་སྐྱ འི་ མཁས་པ་ རྣམས་ ནི་ མི་ཉག་ རྒྱལ་རབས་ སུ་ སྙན་གྲགས་ ཧ་ཅང་ ཆེ།ལ་ལ ར་ གོང་མའི་ དབུ་བླ་ དང་ གོ་ཤྲི་ བཅས་ ཀྱི་ གོ་གནས་ གནང་ ཡོད། མི་ཉག་ རྒྱལ་རབས་ ཀྱི་ བྲིས་སྐུ་ དང་ ཟང་སྐུའི་ བཟོ་རྩལ་ ཀྱང་ ཧ་ཅང་ འཕེལ་རྒྱས་ ཆ ེར་ ཕྱིན་ ཡོད་ དེ། ད་ལྟའང་ གནའ་རྫས་ ལ་ལ་ ཉར་ཡོད། མི་ཉག་ རྒྱལ་རབས་ ཀྱི་ ནང་བསྟན་ སྒྱུ་རྩལ་ གྱིས་ བོད་ལའང་ ཤུགས་རྐྱེན་ ཟབ་མོ་ ཐེབས་ ཡོད་ པའོ།། །། །།
文化,རྫ་ཆས་ ནི་ དེ་སྔ་ མིའི་རིགས་ ཀྱི་ འཚོ་བ འི་ ཁྲོད་ མེད་དུ་མི་རུང་ བ འི་ འཚོ་བའི་ མཁོ་ཆས་ ཤིག་ ཡིན་ ཆུ་ལེན་ སྣོད་ཆས་ དང་ ལྟོ་སྣོད་ ཡོ་ཆས་ སོགས་ སུ་ སྤྱོད་ ཀྱི་ ཡོད་ དེ་ལྟར་ མིའི་རིགས་ ཀྱི་ ཤེས་དཔལ་ དར་འགོ་ ཚུགས། ད་ལྟ འི་ བར་ རྫ་ཆས་ ཀྱིས་ སྔར་བཞིན་ མིའི་རིགས་ ཀྱི་ ཐོན་སྐྱེད་ དང་ འཚོ་བ འི་ ཁྲོད་ གནས་བབ་ གལ་ཆེན་ བཟུང་ ཡོད།མི འི་ རིགས་ ཀྱིས་ མེ་སྤྱོད་ ཤེས་ པ་ ནས་ བཟུང་ རྫ་ཆས་ སྤྱད་ དེ་ ཆུ་ ལེན་ པ་ དང་ ལྟོ་ཆས་ བཟོ་ གི་ ཡོད་ པ་ དང་ དེང་སྐབས་ གྲངས་འཛིན་ གྱི་ དུས་རབས་ སུ འང་ རྫ་ཆས་ དེ་ཉིད་ ང་ ཚོ འི་ འཚོ་བ་ ནས་ ཁ་བྲལ་ མེད། བོད་ ཀྱི་ རྫ་ཆས་ བཟོ་ལས་ དེ་ བོད་ མི་རིགས་ ཀྱི་ འཕེལ་རྒྱས་ སྲོག་རྩ འི་ འཐུས་ཚབ་ ཅིག་ ཡིན་ ལ་ དེ་སྔ་ བོད་རིགས་ མི་དམངས་ ཀྱི་ འཚོ་བ འི་ ཁྲོད་ མེད་དུ་མི་རུང་བ་ ཞིག་ ཡིན་ པ་ དང་ ལག་ཤེས་ བཟོ་རྩལ་ དེ་ ལས་ དེ་སྔ་ བོད་ མི་རིགས་ ཀྱི་ འཚོ་བ འི་ འཕེལ་རྒྱས་ ཀྱི་ བརྒྱུད་རིམ་ མཐོང་ ཐུབ།
文化,དཔྱད་གཞིའི་ ནང་ འཁོད་ པ ར་ གཞིགས་ན། བོད་ ཀྱི་ རྫ་བཟོ འི་ ལག་ཤེས་ ལ་ ལོ་ངོ་ ༥༠༠༠ གི་ ལོ་རྒྱུས་ ལྡན་ ཡོད་ པ་ དང་ མི་རྣམས་ ཀྱིས་ ལྕུག་ཕྲན་ བསླས་ ཏེ་ གཟུགས་དབྱིབས་ བཟོས་ ནས་ དེ འི་ ཐོག་ འདམ་བག་ བྱུགས་ ནས་ མེར་སོ་གཏོང་ བ འམ་ ཡང་ན་ འདམ་བག་ བརྫིས་ ནས་ རང་ཉིད་ ཀྱིས་ བསམ་པ འི་ ཆུ་ཚད་ དང་ མཐུན་ པ འི་ གཟུགས་དབྱིབས་ སྣ་ཚོགས་ བཟོས་ ཏེ་ སོ་གཏོང་ གི་ ཡོད། དེ་ལྟར་ རྫ་ཆས་ རེ་རེ་བཞིན་ གྲུབ་ ནས་ མིའི་རིགས་ ཀྱི་ འཚོ་གནས་ ཁོར་ཡུག་ ལ་ འགྱུར་ལྡོག་ བྱུང་ ཡོད།
文化,རྫ་ཆས་ ནི་ བོད་ མི་དམངས་ ཀྱི་ འཚོ་བ འི་ ཁྲོད་ ཀྱི་ མཁོ་ཆས་ གལ་ཆེན་ ཞིག་ ཡིན་ ཞིང་ ། རྫ་མ་ དང་ རྫ་ཕོར་ སོགས་ རྫ་ཆས་ གང་ ཞིག་ ཡིན་ རུང་ བོད་རིགས་ མི་དམངས་ ཀྱི་ ཟ་སྡོད་ འགྲོ་སྐྱོད་ སོགས་ གང་ས་ཅི་ཐད་ ལ་ ནུས་པ་ གལ་ཆེན་ ཐོན་ ཡོད། བོད་རིགས་ ཀྱི་ ཁྱིམ་ དུ་ རྫ་ཆས་ དེ་ རྒྱུན་གཏན་ གྱི་ འཚོ་བ འི་ སྤྱོད་རྫས་ ཤིག་ ཡིན་ ལ་ ཁྱིམ་ཚང་ ཚང་མ འི་ ནང་ ཁྱབ་ པ་ དང་ དང་དོད་ ཆེན་པོ་ བྱེད་ ཀྱི་ ཡོད།
文化,རྫ་ཆས་ ཀྱི་ རྒྱུ་ཆ་ རྩ་བ འི་ ཆ་ ནས་ གྲོང་ཚོ འི་ ཉེ་འགྲམ་ དུ་ ཡོད་ ཅིང་ ། གྲོང་ཚོ འི་ རི་ལྡེབས་ ནས་ ས་དམར་ བླངས་ ཏེ་ ཞིབ་ཞིབ་ བཟོས་ རྗེས་ དཀར་གོང་ དང་ བྱེ་མ་ རྩུབ་པོ འམ་ ཡང་ན་ ལྷང་ཚེར་ དང་ གཏེར་ཕྱེ་ འོས་འཚམས་ བསྲེས་ རྗེས་ རྫ་ཆས་ བཟོ་ བ འི་ འདམ་བག་ གྲུབ་ པ་ དང་ ཕྱིར་ཉིན་ གཉིས་ ཡན་ བཞག་ རྗེས་ རྫ་ཆས་ བཟོ་ བ འི་ རྨང་གཞིའི་ མ་ རྒྱུ་ གྲུབ་ཐུབ། དེ་ རྗེས་ མ་ རྒྱུ་ དེ་ ལག་འགུལ་ སྐོར་ འཕྲུལ་ཐོག་ བཞག་ ནས་ སྐོར་འཕྲུལ་ བསྐོར་ བ་ དང་ ལག་པ ས་ བཟོ་ལྟ་ བཟོ་ བ འམ་ ཡང་ན་ ལག་ཆ་ སྤྱད་ དེ་ ནང་ངོས་ ལ་ འཇམ་ཤ་ གཏོང་ བ་ དང་ གཟུགས་དབྱིབས་ འདོན་ གྱི་ ཡོད། དེ་དག་ ཚར་ རྗེས་རས་ འཇམ་པོ་ ཞིག་ རློན་ པ་ བཟོས་ ནས་ ཕྱིས་ ཏེ་ འོད་འདོན་ པ་ དང་ དབྱུག་པ ས་ རི་མོ་ འབྲི་དགོས། གོ་རིམ་ དེ་དག་ གྲུབ་ རྗེས་ གྲིབ་སྐམ་ བཏང་ ནས་ སོ་གཏོང་ ཆོག་ གི་ ཡོད།
文化,བོད་ ཀྱི་ རྫ་ཆས་ ལ་ སོ་གཏོང་ སྟངས་ ཀྱང་ དམིགས་བསལ་ ཡོད་ པ་ དེ་ ནང་ས འི་ སོ་གཏོང་ སྟངས་ དང་ མི་འདྲ་ བ ར་ བོད་ ཀྱི་ ཐུན་མིན་ ཁོར་ཡུག་ ལ་ གཞིགས་ ནས་ བྱུང་ བ འི་ རྫ་ཆས་ སྤུངས་ ཏེ་ སོ་གཏོང་ སྟངས་ དེ་ ཡིན། རྫ་ཆས་ ཀྱི་ གཞི་གྲུབ་ རྗེས་ ས་སྟོང་ ཞིག་ ཏུ་ རྩྭ་ དང་ ལྕི་བ ས་ གཡོགས་ ཏེ་ སྲུབ་ཁ་ མ་ ལུས་ པ་ བྱེད་ དགོས་ པ་ དང་ དེ་ རྗེས་ སྒྱིད་བུ་ གསུམ་ བཙུགས་ ཐོག་ དེ འི་ སྟེང་ རྫ་ཆས་ བཞག་ ནས་ མེ་གཏོང་ དགོས་ དེ་ ལྟར་ ཆུ་ཚོད་ བཅུ་ ལྷག་ཙམ་ སོ་ བཏང་ རྗེས་ རྫ་དངོས་སུ་གྲུབ་ ཀྱི་ ཡོད།
文化,རྫ་ཆས་ ནི་ བོད་ མི་རིགས་ ཀྱི་ ཐོན་སྐྱེད་ དང་ འཚོ་བ འི་ ཁྲོད་ ཀྱི་ དགོས་ངེས་ ཀྱི་ མཁོ་ཆས་ ཤིག་ ཡིན་ པ་ དང་ མི་རིགས་ ཀྱི་ ཁྱད་ཆོས་ མངོན་གསལ་དོད་པོ་ ལྡན་ ཡོད། བོད་ ཀྱི་ ཡུལ་སྐོར་ རིག་གནས་ ཐོན་ལས་ ཉིན་རེ་བཞིན་ འཕེལ་རྒྱས་ འགྲོ་ བ་ དང་ བསྟུན་ ནས་ རྫ་ཆས་ སོགས་ མི་རིགས་ ཀྱི་ ལག་ཤེས་ བཟོ་རྫས་ དེ་དག་ ལ་ ཡུལ་སྐོར་བ་ ཚོ ས་ ཧ་ཅང་ དགའ་པོ་ བྱེད་ པས། མི་རིགས་ ལག་ཤེས་ བཟོ་ལས་ ལ་ འཕེལ་རྒྱས་ ཀྱི་ རྣམ་པ་ གསར་པ་ ཞིག་ ཐོན་ པ་ དང་ སྦྲགས་ ལག་ཤེས་ བཟོ་རྩལ་པ་ ཚོ འི་ འཚོ་བའང་ བདེ་སྐྱིད་ ལྡན་ པ འི་ ལམ་བུའི་ ཐོག་ སྐྱོད་ བཞིན་ ཡོད།། །། །།
文化,ཡོན་རྒྱལ་རབས་ ཀྱི་ སྐབས་ སུ་ བོད་ དུ་ གསེར་ཟངས་ སྐུ་བརྙན་ བཞེངས་ པ འི་ ལག་རྩལ་ ཧ་ཅང་ འཕེལ་རྒྱས་ ཆེན་པོ་ ཕྱིན་ ཡོད། དེ་ ནི་ ཡོན་རྒྱལ་རབས་ ཀྱིས་ ཆབ་སྲིད་ ཐད་ བོད་ཡོངས་ གཅིག་གྱུར་ བཟོས་ ཏེ། བོད་ ཀྱི་ ཆོས་སྲིད་ གཉིས་ ཀྱི་ ཆེས་མཐོ འི་ དབང་ཆ་ འགྲོ་མགོན་འཕགས་པ་ ལ་ གནང་ བར། ཕྱིས་ སུ་ ས་སྐྱ འི་ སྲིད་འཛིན་པ་ རིམ་བྱུང་ གིས་ ས་སྐྱ འི་ གཙུག་ལག་ཁང་ སོགས་ སུ་ གསེར་ཟངས་ ཀྱི་ སྐུ་བརྙན་ མང་ དུ་ བཞེངས་ པ། ལྷག་པར་དུ་ ས་སྐྱ འི་ གཙུག་ལག་ཁང་ གི་ གྲལ་མགོ འི་ དབུས་ སུ་ འགྲོ་ མགོན་ སུ་ འགྲོ་མགོན་འཕགས་པ་ དགོངས་རྫོགས་ ཀྱི་ དྲན་རྟེན་ དུ་ བཞེངས་ པ འི་ སྟོན་པ་ ཤཱཀྱ་ ཐུབ་ པ འི་ སྐུ་བརྙན་ ཟངས་སྐུ་ བཟོ་རྩལ་ ཤིན་ཏུ་ ལེགས་པ་ བལྟས་ པ་ ཙམ་གྱིས་ མི འི་ ཡིད་དབང་ འཕྲོག་ པ་ དང་ ། སྐུ་བརྙན་ གྱི་ མཐའ་སྐོར་ དུ་ ཁྲི་ དྲུག་ འགྱོགས་ ཀྱིས་ མཛེས་པ ར་ བརྒྱན་ པ། དེ་ ནི་ གཙུག་ལག་ཁང་ གི་ ནང་རྟེན་ གྱི་ གཙོར་བཞུགས་ སུ་ གསོལ་ཡོད། ཞ་ལུ་ དགོན་པ ར་ ཡང་ དེ་ དང་ འདྲ་ བ འི་ ཟངས་སྐུ་ བཟོ་རྩལ་ ཤིན་ཏུ་ ལེགས་པ་ མང་ དུ་ བཞེངས་ ཡོད་ པ ས་ སྐབས་ དེ་དུས་ ཀྱི་ ཟངས་སྐུ་ ལུགས་བཟོ འི་ ཁྱད་ཆོས་ ལྟ་བུ ར་ མངོན་ཡོད། མཁས་དབང་ དམ་པ་ ས་པཎ་ ཀུན་དགའ་རྒྱལ་མཚན་ ནི་ བོད་ ཀྱི་ རིག་གནས་ སྤྱི་བྱེ་བྲག་ མང་པོ་ དང་ ། ལྷག་པར་དུ་ བོད་ ཀྱི་ སྐུ་གཟུགས་ བྲིས་ འབུར་ལུགས་ བླུགས་ སོགས་ ཀྱི་ ལག་ལེན་ ཆེ་ཕྲ་ མཐའ་དག་ ལ་ མཁས་པ་ འགྲན་ཟླ་ དང་ བྲལ་ བ་ ཞིག་ ཡིན་ ཏེ། ཁོང་ གིས་ དངོས་སུ་ བཞེངས་ པ འི་ བླ་མ་ རྗེ་བཙུན་ ཆེན་པོ འི་ ནང་རྟེན་ ད་ལྟ་ ས་སྐྱ འི་ དབུ་རྩེ་ ན་ བཞུགས་ པ འི་ རྗེ་བཙུན་ འཇམ་པ འི་ དབྱངས་ ཀྱི་ སྣང་བརྙན་ གྱི་ སྐུ་ དང་ རྒྱན་རུས་ ཤིང་ དང་ སྤྲ་བཟོ་ དང་ ཁྲི་ རྒྱབ་ཡོལ་ གྱི་ ཟངས་ཚ་ དང་ བཅས་ པ་ དང་ ། ད་ལྟ་ ཨ་མདོ་ སྐུ་འབུམ་ བྱམས་པ་གླིང་ གི་ སྒྲོལ་མ འི་ ལྷ་ཁང་ གི་ རབ་གསལ་ དུ་ བཞུགས་ པ འི་ སློབ་དཔོན་ པད་མ་འབྱུང་གནས་ ཀྱི་ སྣང་བརྙན་ སོགས་ འབུར་སྐུ་ མང་ དུ་ བཞེངས་ པ ར་ བཤད། ད་དུང་ དེ་ དུས་ བོད་ ཀྱི་ མགར་པ་ མཁས་པ་ རྣམས་ ཀྱིས་ སྣར་ཐར་ དང་ གདན་ས་ ཐིལ།འབྲི་ གུང་ཐིལ་ རྣམས་ སུ་ གསེར་དངུལ་ ལས་ བཞེངས་ པ འི་ མཆོད་རྟེན་ བཀྲ་ཤིས་ སྒོ་མང་ དང་ །ལི་མ འི་ ཐུབ་དབང་ ། བཀའ་གདམས་ གདུང་རྟེན་ ཐོག་ ཚད་མ་ དེ་ཚོ འི་ སྐུ་དཔུང་ དང་ ། པད་གདན་ ལ་ ཁྲོ་ལུང་ རང་གྲུབ་ མ་ལྕགས་ ཀྱི་ ཨ་ལོང་ཅན་ སོགས་ མང་པོ་ བཞེངས་ པ ར་ བཤད།
文化,འགྲོ་མགོན་འཕགས་པས་ སྤྱི་ལོ ༡༢༦༩ ལོ ར་ བལ་པོ་ དང་ བོད་ ཀྱི་ ཟངས་མགར་པ་ ཉི་ཤུ་ ལྷག་ ནང་ས ར་ ཁྲིད་དེ། གོང་མ འི་ ཕོ་བྲང་ དུ་ བོད་བརྒྱུད་ནང་བསྟན་ལུགས་ དང་ ནང་ས འི་ ལུགས་ འདྲེས་མ འི་ སྐུ་བརྙན་ མང་ དུ་ བཞེངས་ པས། ཕྱིས་ སུ་ ནང་ས ར་ རིམ་གྱིས་ བོད་བརྒྱུད་ནང་བསྟན་ལུགས་ ཀྱི་ གསེར་ཟངས་ ཀྱི་ སྐུ་བརྙན་ བཟོ་ལུགས་ ལ་ རྒྱ་རིགས་ ཀྱི་ ཁྱད་ཆོས་ ལྡན་ པ འི་ གསེར་ཟངས་ ཀྱི་ སྐུ་བརྙན་ མང་ དུ་ བཞེངས་ ཡོད། དེ་ ནས་ མིང་རྒྱལ་རབས་ དང་ ཆིང་རྒྱལ་རབས་ ཀྱི་ སྐབས་ སུ་ གོང་མ འི་ ཕོ་བྲང་ དུ་ གསེར་ཟངས་ ཀྱི་ སྐུ་བརྙན་ བཞེངས་ སྐབས། བོད་བརྒྱུད་ནང་བསྟན་ སྒྱུ་རྩལ་ བཟོ་དབྱིབས་ ཀྱིས་ ཤུགས་རྐྱེན་ ཆེན་པོ་ ཞིག་ ཐེབས་ ཡོད་ པའི། ད་དུང་ 《 ཡོན་རྒྱལ་རབས་ ཀྱི་ སྐུ་བརྙན་ ཐོ་འགོད 》 ཞེས་ པ འི་ ནང་ བཀོད་པར། གོང་མ་ རིན་ཙུང་ གིས་ སྤྱི་ལོ ༡༣༡༣ ལོ ར་ ཏ་ཧྲིན་ཧྲིག་ བན་ཨན་ སུ （大圣寿万安寺） ཞེས་ པ འི་ ལྷ་ཁང་ ཆེན་མོ་ བཞེངས་པར། ནང་རྟེན་ དུ་ སངས་རྒྱས་ བྱང་སེམས་ དང་ ཆོས་སྐྱོང་ སོགས་ ཀྱི་ སྐུ་བརྙན་ ཆེ་ཆུང་ བརྒྱ་ཕྲག་ དུ་མ་ བཞེངས་ པར། དེ་དག་ བཞེངས་ སྐབས་ ཀྱི་ སྐུ་བརྙན་ གྱི་ རྒྱུ་ཆ་ དང་ ཚོན་མདངས་ སོགས་ ནི་ བོད་བརྒྱུད་ནང་བསྟན་ སྐུ་བརྙན་ བཞེངས་ཚུལ་ གྱི་ རྒྱུ་ཆ་ དང་ ཚོན་མདངས་ སོགས་ ཇི་ ཡིན་ པ ར་ བཤད།ཡོན་ རྒྱལ་རབས་ ཀྱི་ སྐབས་ སུ་ གོང་མ འི་ ཕོ་བྲང་ ནང་ དུ་ བཞེངས་ པ འི་ བོད་བརྒྱུད་ནང་བསྟན་ གྱི་ སྐུ་བརྙན་ རྣམས་ ལ་ ཚང་མ ས་ ནུབ་ཕྱོགས་ བདེ་བ་ཅན་ གྱི་ སྐུ་བརྙན་ ཞེས་ རྩ་ཆེན་ དུ་ བརྩི།
文化,དྲས་དྲུབ་ ཐང་ག་ ནི་ བོད་ མི་རིགས་ ཀྱི་ ཁྱད་དུ་འཕགས་ པ འི་ དམངས་ཁྲོད་ ལག་ཤེས་ བཟོ་རྩལ་ དང་ རི་མོ འི་ འབྲི་རྩལ་ ཟུང་དུ་འབྲེལ་ བ འི་ སྒྱུ་རྩལ་ ཞིག་ ཡིན་ ལ་ ད་བར་ ལོ་ངོ་ བརྒྱ་ཕྲག་ ཁ་ཤས་ ཀྱི་ ལོ་རྒྱུས་ ལྡན་ ཡོད། དྲས་དྲུབ་ ཐང་ག་ བཞེངས་ སྐབས་ བརྒྱུད་རིམ་ ཚང་མ་ ལག་ གཉིས་ ལ་ བརྟེན་ ནས་ འཚེམ་ དགོས་ པ་ དང་ དྲས་དྲུབ་ ཐང་ག་ ཞིག་ བཞེངས་ པ ར་ དུས་ཚོད་ ཧ་ཅང་ རིང་པོ་ འགོར་ གྱི་ ཡོད།སྤྱིར་ དྲས་དྲུབ་ ཐང་ག་ ཆེ་གྲས་ ཤིག་ བཞེངས་ པ ར་ ཉུང་ཤོས་ སུ་ ཟླ་བ་ འགའ་ཤས་ འགོར་ བ་ དང་ མང་ཤོས་ སུ་ ལོ་ འགའ་ཤས་ འགོར་ གྱི་ ཡོད། དྲས་དྲུབ་ ཐང་ག་ ནི་ ཐང་ག་ གཞན་ དང་ མི་འདྲ་ བ ས་ བཞེངས་ པ འི་ བརྒྱུད་རིམ་ ནང་ ངང་རྒྱུད་ རིང་པོ་ མེད་ ཚེ་ དྲས་དྲུབ་ ཐང་ག་ ཞིག་ བཞེངས་ ཐུབ་ ཐབས་ མེད།
文化,ཐོག་མར་ དྲས་དྲུབ་ ཞལ་ཐང་ མ་ བཞེངས་ གོང་ རི་མོ་ མཁས་ཅན་ ཚོ ས་ དཔེ་འབྲི་ དགོས་ ཀྱི་ ཡོད་ པ་ དང་ །
文化,དྲས་དྲུབ་ ཐང་ག་ བཞེངས་ པ འི་ བརྒྱུད་རིམ་ ནང་ རྟ་རྔར་ དར་སྐུད་ བསྲེས་ ནས་ འཚེམ་ དགོས་ པ་ དང་ འགའ་ཞིག་ ཐོག་ ད་དུང་ ནོར་བུ འི་ རིགས་སྦྱོར་ གྱི་ ཡོད།
文化,ད་ཆ་ ལྷ་ས འི་ ནང་ཁུལ་ ཆེས་ སྐད་གྲགས་ ལྡན་ པ འི་ ཚེ་སྨོན་གླིང་ གི་ དྲས་དྲུབ་ ཐང་ག་ འཚེམ་བཟོ་ཁང་ དེ་ ནི ༢༠༠༦ ལོ ར་ བཙུགས་ པ་ ཞིག་ ཡིན་ པ་ དང་ །འཚེམ་ བཟོ་ཁང་ དེ ས་ བཞེངས་ པ འི་ ཐང་གས་ བོད་ ཀྱི་ ལོ་རྒྱུས་ དང་ རིག་གནས།
新闻,ལྷ་ས་ གྲོང་ཁྱེར་ གྱིས་ སྤྱི་ཚོགས་ རྒན་གསོ འི་ འགན་བཅོལ་ ལས་དོན་ ནུས་ཤུགས་ ཡོད་རྒུ ས་ སྤེལ་ བ ས་ རྒན་གསོའི་ འགན་བཅོལ་ རིམ་བཞིན་ རྒྱ་ཆེ ར་ གཏོང་ ཐུབ་ པ་ བྱུང་ ཡོད། དེང་སྐབས་ ལྷ་ས་ གྲོང་ཁྱེར་ དུ་ རྒན་གསོ འི་ འགན་བཅོལ་ ནང་ ཞུགས་ མཁན་ གྲོང་ཁྱེར་ དང་ གྲོང་རྡལ་ གྱི་ ལས་བཟོ་ པ ༣༥༢༧༨ ཟིན་ པ་ དང་ ། སྔོན་དཔགས་ བྱས་ ན་ ལོ་ ཧྲིལ་པོ འི་ རྒན་གསོའི་ འགན་བཅོལ་ གྱི་ གྲོན་དངུལ་ སྒོར་ དུང་ཕྱུར ༣ ལྷག་ཙམ་ བསྡུ་ལེན་ ཐུབ་ བཟོ་ ཡོད།
新闻,གྲོང་ཁྱེར་ དང་ གྲོང་རྡལ་ གྱི་ ལས་བཟོ་པ་ རྒན་གསོ འི་ འགན་བཅོལ་ ནང་ ཞུགས་ མཁན་ ཚན་ པ ༥༠༠ ལྷག་ཙམ་ ཟིན་ པ་ དང་ ། གྲོང་ཁྱེར་ དང་ གྲོང་གསེབ་ ཀྱི་ ཡུལ་མི འི་ རྒན་གསོའི་ འགན་བཅོལ་ ནང་ ཞུགས་ མཁན་ ཁྲི་ ཚོ ༢༡ ལྷག་ཙམ་ ཟིན་ ནས། དེང་སྐབས་ གྲོང་ཁྱེར་ དེ་ ཡོངས་ སུ་ གྲོང་ཁྱེར་ དང་ གྲོང་གསེབ་ ཀྱི་ ཡུལ་མི་ རྒན་གསོ འི་ འགན་བཅོལ་ ནང་ ཞུགས་ ཚད་བརྒྱ་ ཆ ༩༩ . ༩ ཟིན་ ཡོད།། །། །།
新闻,འདི་ ལོ འི་ ཚུན་ དུ་ མངའ་རིས་ ས་ཁུལ་ གྱིས་ ཞིང་འབྲོག་ མང་ཚོགས་ ལ་ རྩལ་ནུས་ སྦྱོང་བརྡར་ སྤྲོད་ པ འི་ ཆུ་ཚད་ རྒྱུན་ཆད་མེད་ པ ར་ མཐོ་ རུ་ བཏང་ བ་ དང་ ། བྱ་ཐབས་ སྣ་ཚོགས་ བཟུང་ སྟེ་ ཞིང་འབྲོག་ མང་ཚོགས་ ཀྱི་ འབབ་འཕར་ ཐབས་ལམ་ རྒྱ་ཆེ ར་ བཏང་ ནས། ས་ཁུལ་ དེ་ ཡོངས་ ཀྱི་ དཔལ་འབྱོར་ གོང་འཕེལ་ དང་ སྤྱི་ཚོགས་ བརྟན་ལྷིང་ ཡོང་ རྒྱུ ར་ སྐུལ་མ་ ནུས་ལྡན་ ཐེབས་ ཡོད།
新闻,ཤེས་རྟོགས་ བྱུང་ བ ར་ གཞིགས་ ན། ད་ལོ་ མངའ་རིས་ ས་ཁུལ་ གྱིས་ རིགས་ འདྲ་མིན་ གྱི་ ཞིང་འབྲོག་ མང་ཚོགས་ སྤོ་སྒྱུར་ ལས་ཞུགས་ ཀྱི་ རྩལ་ནུས་ སྦྱོང་བརྡར་ འཛིན་གྲྭ་ ཐེངས ༨༡ གཉེར་ ནས། ཞིང་འབྲོག་ མང་ཚོགས ༢༧༠༠ ལྷག་ཙམ་ ལ་ སྦྱོང་བརྡར་ སྤྲད་ པ་ རེད། ཞིང་འབྲོག་ཁུལ་ གྱི་ ངལ་ནུས་ སྤོ་སྒྱུར་ ལས་ཞུགས་ ཐུབ་ཚད་ མི་ ཐེངས ༡༥༦༥༨ ལྷག་ཙམ་ ཟིན་ ནས། ངལ་ནུས་ ཡོང་འབབ་ སྒོར་ ཁྲི་ ཚོ ༥༥༠༠ ཟིན་ ཡོད། ཞིང་འབྲོག་ པ ༢༨༧ སྤྱི་ཚོགས་ གྱི་ ལས་རིགས་ རྩལ་ནུས་ སྦྱོང་བརྡར་ ནང་ ཞུགས་ སུ་ བཅུག་ པ འི་ ནང་ ནས། ལས་རིགས་ རྩལ་ནུས་ སྦྱོང་བརྡར་ ཀྱི་ ཚད་གཞི་ ལོན་ མཁན་ ཞིང་འབྲོག་ པ ༢༥༦ ལ་ ལས་རིགས་ ཐོབ་ཐང་ གི་ ལག་ཁྱེར་ ཡང་ རགས་ ཡོད།
